UserID,HasUserChurned,TotalCharges,MonthlyCharges,ContractType,PaymentMethod,Gender,AgeOver30,IsMarried,HasChildren,MonthsTenure,HasPhoneLine,HasMultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
ksvcp3016,No,1009.25,33.75,Month-to-month,Mailed check,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,No
ksvvj1950,No,5032.25,113.3,One year,Mailed check,Female,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
kswih8929,No,2513.5,99.3,Two year,Bank transfer (automatic),Male,0,No,No,25,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
ktfre2585,No,70.45,70.45,Month-to-month,Bank transfer (automatic),Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes
ktgcg5324,No,1539.75,20.85,One year,Electronic check,Male,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
ktgud5795,No,7553.6,110.8,Two year,Bank transfer (automatic),Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
kthfq6112,No,279.3,19.3,Month-to-month,Mailed check,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
ktihg8313,No,249.4,61.3,Month-to-month,Electronic check,Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,Yes,No
ktmdu6569,No,19.1,19.1,Month-to-month,Mailed check,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
ktrth4795,Yes,371.65,81,Month-to-month,Electronic check,Female,1,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
ktrxv3389,No,625.65,23.85,Two year,Mailed check,Female,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
kttta1347,No,6654.1,102.45,One year,Credit card (automatic),Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
ktumw4307,Yes,5029.2,93.9,Month-to-month,Electronic check,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes
ktvfv7410,Yes,878.35,49.55,Month-to-month,Mailed check,Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No
ktxfm5600,No,143.9,69.95,Month-to-month,Mailed check,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No
ktysh3785,No,1279,24.6,Two year,Mailed check,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
ktzel3751,Yes,35.05,35.05,Month-to-month,Mailed check,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,Yes
kuaaw1763,No,369.6,20.35,One year,Bank transfer (automatic),Female,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
kugll6502,No,780.85,59.45,Month-to-month,Bank transfer (automatic),Female,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,Yes,No,No
kusbg1355,No,349.8,48.8,Month-to-month,Electronic check,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,No,No,No,No
kutaj4680,No,580.8,55.6,Month-to-month,Electronic check,Female,1,No,No,11,Yes,Yes,DSL,Yes,No,No,No,No,No
kvcnc9644,No,6056.9,92.15,One year,Bank transfer (automatic),Female,0,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
kvdlv0637,Yes,162.45,76.5,Month-to-month,Electronic check,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No
kvdqt5022,No,2272.8,81.3,Month-to-month,Electronic check,Male,0,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
kvjff2154,Yes,1111.85,79.75,Month-to-month,Electronic check,Female,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
kvjhg6674,No,245.15,25.2,One year,Electronic check,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
kvllg4698,No,967.9,19.6,Two year,Credit card (automatic),Female,1,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
kvqrd5702,No,5832.65,82.55,Two year,Electronic check,Male,0,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
kvrbj4458,No,1510.5,25,Two year,Mailed check,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
kvthk8375,No,6754.35,100.3,One year,Electronic check,Male,0,Yes,No,68,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
kvzkq8821,No,4113.15,58.4,One year,Bank transfer (automatic),Female,0,Yes,Yes,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
kweww2333,No,388.6,20.05,Two year,Credit card (automatic),Male,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
kwfbm3372,Yes,1281,86.6,Month-to-month,Electronic check,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
kwhjo8645,No,771.95,55,Month-to-month,Electronic check,Male,0,No,No,14,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
kwjkq1775,No,6562.9,89.85,Two year,Credit card (automatic),Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
kwlar5248,No,6325.25,90.35,Two year,Electronic check,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
kwmxe4307,No,389.8,35.75,Month-to-month,Electronic check,Male,0,No,No,10,No,No phone service,DSL,No,Yes,No,Yes,No,No
kwmxn4789,Yes,5275.8,110.85,One year,Credit card (automatic),Male,0,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
kwokw4445,No,2421.6,60.15,One year,Bank transfer (automatic),Female,0,No,No,42,Yes,Yes,DSL,Yes,Yes,No,No,No,No
kwrbe9917,No,3211.2,78.35,One year,Credit card (automatic),Female,0,Yes,Yes,41,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No
kwtbv6134,No,1429.65,23.4,Two year,Bank transfer (automatic),Male,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
kwykw0027,No,1849.95,83.75,Month-to-month,Electronic check,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
kxaps3967,No,6719.9,92.3,Two year,Credit card (automatic),Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
kxauh4471,Yes,3588.4,84.3,Month-to-month,Electronic check,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No
kxcge1133,No,407.05,20.1,One year,Mailed check,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
kxduf3948,No,4447.55,68.75,Two year,Bank transfer (automatic),Male,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
kxgbo6689,Yes,50.55,50.55,Month-to-month,Electronic check,Female,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No
kxgiy5787,No,1304.8,19.3,Two year,Credit card (automatic),Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
kxgqu9770,No,5311.85,98.6,One year,Mailed check,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
kxhcm9897,Yes,250.05,80.3,Month-to-month,Electronic check,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,Yes
kxkfk0336,No,4390.25,61.2,Two year,Credit card (automatic),Male,0,No,No,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
kxocr3212,No,1107.2,21,Two year,Bank transfer (automatic),Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
kxrrv6941,No,2789.7,58.95,One year,Bank transfer (automatic),Female,1,Yes,No,48,Yes,No,DSL,No,Yes,No,No,No,Yes
kxvpm1980,Yes,256.25,75.05,Month-to-month,Credit card (automatic),Female,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No
kxxwt2725,Yes,90.75,90.75,Month-to-month,Electronic check,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
kxyzn7244,No,527.35,20.45,One year,Credit card (automatic),Female,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
kxzgu0257,No,2045.55,62.45,Month-to-month,Bank transfer (automatic),Female,0,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No
kyeua9570,No,6549.45,99.25,Two year,Credit card (automatic),Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes
kyghe5433,No,1164.05,86,Month-to-month,Mailed check,Female,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No
kygyb9681,No,4159.45,88.2,Month-to-month,Electronic check,Male,1,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
kyhqh7351,No,493.65,64.95,Month-to-month,Electronic check,Female,1,No,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No
kyjva0480,No,1784.5,24.25,Two year,Credit card (automatic),Female,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
kylgq1110,No,6780.1,108.25,Month-to-month,Credit card (automatic),Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
kynqy3823,No,280.4,24.95,One year,Credit card (automatic),Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
kyrcv6637,No,167.2,30.5,Month-to-month,Electronic check,Female,0,Yes,Yes,5,No,No phone service,DSL,No,Yes,No,No,No,No
kysay1921,No,2877.05,68.6,One year,Electronic check,Female,0,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes
kyulv4390,Yes,51.15,20.55,Month-to-month,Credit card (automatic),Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
kyvnf0973,No,5011.15,70.65,Two year,Credit card (automatic),Female,0,Yes,Yes,72,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No
kyypy4939,No,1611.65,59.45,Month-to-month,Electronic check,Male,0,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No
kzaat2546,No,3865.45,75.4,One year,Mailed check,Male,0,Yes,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes
kzckt5356,No,1513.6,24.45,Two year,Credit card (automatic),Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
kznfb2495,No,2989.6,90.65,Month-to-month,Electronic check,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes
kzqdz9898,Yes,3640.45,94.55,Month-to-month,Credit card (automatic),Female,1,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
kztsn5688,Yes,288.05,20,Month-to-month,Electronic check,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
kzvwo9040,No,2018.1,75.5,One year,Bank transfer (automatic),Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,No
kzxcb6518,No,566.5,25.25,Two year,Mailed check,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
kzxop9142,No,2958.95,68.85,Month-to-month,Credit card (automatic),Male,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,No
kzxxa8966,No,930.95,25.1,Two year,Credit card (automatic),Male,0,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
ladhq6629,No,123.05,50.95,Month-to-month,Mailed check,Female,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No
laesq2388,No,8317.95,114.85,Two year,Bank transfer (automatic),Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
lafgp0795,No,6668.05,90.4,Two year,Electronic check,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
lafqk0742,No,7422.1,99.15,Two year,Electronic check,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
lahrk2386,Yes,53.5,53.5,Month-to-month,Mailed check,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No
lajxl6439,No,593.85,68.95,Month-to-month,Mailed check,Male,0,Yes,No,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No
lamob4625,No,905.55,20.4,Two year,Credit card (automatic),Male,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
lamuq5474,No,533.9,20.1,One year,Mailed check,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
lasxd3177,Yes,71.35,71.35,Month-to-month,Electronic check,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No
latfu6484,No,1657.4,24.55,Two year,Mailed check,Male,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
laxog7739,Yes,2954.5,91.05,Month-to-month,Bank transfer (automatic),Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
lazfo7838,No,3597.5,78.8,One year,Bank transfer (automatic),Male,0,Yes,No,45,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes
lbear6288,No,1783.75,79.1,Month-to-month,Mailed check,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,No
lbfdp6942,No,33.6,20.55,Month-to-month,Mailed check,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
lbjqj1469,No,6936.85,105.2,Month-to-month,Electronic check,Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
lbmuw2405,No,3088.75,50.7,One year,Bank transfer (automatic),Female,0,Yes,Yes,61,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes
lbnmk4584,No,1174.35,24.7,One year,Credit card (automatic),Male,1,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
lbnql2519,No,6339.45,104.35,One year,Electronic check,Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
lbqvu9289,No,4480.7,70.15,One year,Mailed check,Male,0,Yes,No,64,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes
lbrdi8361,No,1423.85,24.35,Two year,Credit card (automatic),Female,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
lbypn4803,No,635.9,20.8,Month-to-month,Mailed check,Male,0,Yes,Yes,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
lbzhy1848,No,355.1,50.3,Month-to-month,Bank transfer (automatic),Female,0,Yes,No,7,Yes,No,DSL,Yes,No,No,No,No,No
lcaql4747,No,1902,79,Month-to-month,Mailed check,Male,0,No,No,25,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
lcggz7243,No,20.9,20.9,Month-to-month,Mailed check,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
lcgvl1439,No,459.6,19.2,One year,Mailed check,Female,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
lcimn4608,No,369.15,44.65,Month-to-month,Bank transfer (automatic),Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No
lcjdc3506,Yes,19.95,19.95,Month-to-month,Bank transfer (automatic),Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
lckzl7693,Yes,385,80.15,Month-to-month,Electronic check,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
lcnbw8318,No,1930.9,53.15,One year,Credit card (automatic),Male,0,Yes,No,35,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes
lcnue2474,No,1642.75,73.65,Month-to-month,Credit card (automatic),Female,0,Yes,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes
lcoui5057,Yes,2011.4,50.75,Month-to-month,Electronic check,Female,0,No,No,39,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
lcrsd7669,No,628.65,56.3,Month-to-month,Mailed check,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No
lcsmg0927,Yes,544.55,74.65,Month-to-month,Mailed check,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No
lcxao5999,No,29.9,29.9,Month-to-month,Mailed check,Female,0,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No
ldczr9386,No,3882.3,90.65,One year,Credit card (automatic),Male,0,No,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No
ldfxo5789,No,592.65,24.6,One year,Electronic check,Male,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
ldiwq2040,No,5324.5,84.2,Two year,Bank transfer (automatic),Male,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
ldkfl8564,No,4178.65,106,One year,Bank transfer (automatic),Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
ldkuh5176,No,3772.65,75.15,One year,Electronic check,Female,0,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,No
ldmps7517,No,1017.35,84.6,Month-to-month,Electronic check,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
ldnlu4060,No,639.7,96.2,Month-to-month,Electronic check,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
ldttc0867,No,392.65,75.15,Month-to-month,Bank transfer (automatic),Male,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes
lduxp7596,No,979.05,85.15,One year,Credit card (automatic),Female,0,No,No,12,Yes,No,Fiber optic,Yes,No,No,No,Yes,No
ldwam1085,No,1442.65,20.35,One year,Credit card (automatic),Female,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
ldzjs1722,No,1068.15,20.2,One year,Credit card (automatic),Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
ldzue0082,No,44.3,44.3,Month-to-month,Mailed check,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No
lecyp7852,No,1261,93.8,Month-to-month,Credit card (automatic),Male,1,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
ledag8910,No,2427.35,71.55,Month-to-month,Credit card (automatic),Male,1,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,No
leeve7814,No,20.3,20.3,Month-to-month,Bank transfer (automatic),Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
lefen6410,Yes,416.45,45.15,Month-to-month,Electronic check,Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No
lepim5804,Yes,139.05,70.35,Month-to-month,Electronic check,Female,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No
lerkt9548,No,483.15,19.75,Two year,Mailed check,Male,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
letty3090,No,134.6,60.95,Month-to-month,Bank transfer (automatic),Male,0,No,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,No,No
levmq4884,No,790,20.45,Two year,Bank transfer (automatic),Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
lewoa2830,No,6449.15,103.9,One year,Credit card (automatic),Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
lfczz1925,No,2743.45,50.05,One year,Bank transfer (automatic),Male,1,No,No,55,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
lfhly6894,Yes,75.75,75.75,Month-to-month,Electronic check,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No
lfjaf0229,No,4908.25,69.65,Two year,Bank transfer (automatic),Male,0,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
lfjru9618,No,82.85,20.45,Month-to-month,Credit card (automatic),Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
lfoll5889,Yes,1115.2,84.6,Month-to-month,Electronic check,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
lfrmw0117,Yes,1448.8,40.2,Month-to-month,Bank transfer (automatic),Male,0,Yes,Yes,37,No,No phone service,DSL,Yes,Yes,Yes,No,No,No
lfszu3496,No,294.2,70.5,Month-to-month,Electronic check,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No
lftle5995,No,1474.35,25.3,Two year,Credit card (automatic),Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
lfzvw2782,No,601.6,58.95,Month-to-month,Mailed check,Female,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes
lgaov6518,Yes,4026.4,105,Month-to-month,Electronic check,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
lgcch0486,No,225.75,19.65,Two year,Mailed check,Male,0,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
lgeci7009,No,235.65,50.55,Month-to-month,Bank transfer (automatic),Female,0,No,No,4,Yes,No,DSL,Yes,No,No,No,No,No
lgeqw7054,Yes,45.95,45.95,Month-to-month,Mailed check,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No
lgeul9069,No,1406,59.95,Month-to-month,Bank transfer (automatic),Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes
lgksr8200,No,6126.1,83.2,Two year,Electronic check,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
lgnfy0244,No,6733,92.65,Two year,Bank transfer (automatic),Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
lgovn7779,Yes,856.65,86.65,Month-to-month,Electronic check,Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
lgovu0953,No,432.25,35.5,Month-to-month,Mailed check,Male,0,Yes,Yes,12,No,No phone service,DSL,No,Yes,No,Yes,No,No
lgqcy3791,Yes,5688.05,100.65,Month-to-month,Bank transfer (automatic),Female,1,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
lgrdp7799,No,1188.2,25.7,Two year,Credit card (automatic),Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
lgsmf0708,No,902.25,65.85,Month-to-month,Electronic check,Male,0,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,No,Yes
lgwqi9477,No,5600.15,80.15,Two year,Credit card (automatic),Male,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes
lgwxo6877,Yes,1422.65,78.55,Month-to-month,Electronic check,Male,1,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,No,Yes
lgxba1573,No,5598,97.55,One year,Credit card (automatic),Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
lgxmc9782,No,3024.15,61.75,Month-to-month,Bank transfer (automatic),Female,0,Yes,Yes,49,Yes,No,DSL,Yes,No,Yes,Yes,No,No
lgyhq8087,No,811.65,94.05,Month-to-month,Electronic check,Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
lhbyw6655,No,5791.1,114.35,One year,Credit card (automatic),Male,0,No,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
lhcjq9124,Yes,85.45,85.45,Month-to-month,Mailed check,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
lhdjh8775,Yes,90.6,90.6,Month-to-month,Electronic check,Female,1,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
lhdyt0787,No,330.25,20.6,Month-to-month,Credit card (automatic),Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
lhefh3088,No,929.3,79,Month-to-month,Bank transfer (automatic),Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
lhevg9026,No,359.4,40.75,Month-to-month,Electronic check,Female,0,No,No,9,No,No phone service,DSL,No,Yes,No,No,No,Yes
lhieb9993,No,4627.65,67.85,Two year,Mailed check,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes
lhrtg6261,No,1406.9,54.75,Month-to-month,Credit card (automatic),Female,0,No,No,26,Yes,No,DSL,No,Yes,Yes,No,No,No
lhssk4495,No,992.7,57.65,Month-to-month,Mailed check,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,No
lhtma6486,No,2835.5,90.7,One year,Electronic check,Female,1,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
lhvly5047,Yes,50.15,50.15,Month-to-month,Mailed check,Male,1,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,No
lhync1597,Yes,2497.2,95,Month-to-month,Electronic check,Female,1,No,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
lhzod1062,Yes,69.9,69.9,Month-to-month,Mailed check,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No
lianb6103,No,5861.75,99.5,Two year,Credit card (automatic),Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
liayi7639,No,4217.8,79.75,Two year,Credit card (automatic),Male,0,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes
libjc5716,No,1299.1,104.15,One year,Credit card (automatic),Female,0,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
liegh8922,Yes,2187.55,89.7,Month-to-month,Electronic check,Female,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
ligta9548,No,4747.65,81.05,Two year,Mailed check,Male,0,Yes,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
lihmk8869,No,7334.05,115.1,Two year,Bank transfer (automatic),Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
lihrp9028,No,7209,100.2,Two year,Credit card (automatic),Male,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
liibw0899,No,3527.3,100.85,Month-to-month,Electronic check,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
lipdw5016,No,1061.6,19.4,One year,Mailed check,Male,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
lisiz9860,No,673.2,20.35,Month-to-month,Mailed check,Female,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
